005930.KS,009540.KS,034020.KS,105560.KS,005380.KS,005490.KS,207940.KS,090430.KS,035420.KS,retraining_date,sharpe,train_days
0.059452806331902266,0.1776436777073681,0.05,0.08237485112476507,0.06464191958151837,0.3,0.05095838848878342,0.05,0.05,2023-07-06,-0.0737,504
