005930.KS,009540.KS,034020.KS,105560.KS,005380.KS,005490.KS,207940.KS,090430.KS,035420.KS,retraining_date,sharpe,train_days
0.05,0.05,0.257653683977681,0.16257891461964433,0.05,0.1662620323953432,0.07570336061833315,0.05,0.05,2023-01-02,0.1831,504
