005930.KS,009540.KS,034020.KS,105560.KS,005380.KS,005490.KS,207940.KS,090430.KS,035420.KS,retraining_date,sharpe,train_days
0.16240962785552723,0.1819884553429352,0.05,0.20022823486285427,0.11818601754288972,0.05145273751326733,0.05,0.05,0.05,2024-07-17,1.3367,504
