005930.KS,009540.KS,034020.KS,105560.KS,005380.KS,005490.KS,207940.KS,090430.KS,035420.KS,retraining_date,sharpe,train_days
0.05,0.2185203341141353,0.05,0.05,0.05606603036829922,0.3,0.05,0.05,0.05,2024-01-11,0.451,504
