Date,Close,MA20,MA60,RSI14,MACD_hist,Vol20,Vol60,sig_trend,sig_vol,sig_mom,composite,vol_override,strategy_raw,strategy,entry
2018-01-02 00:00:00+09:00,111375.3359375,,,,0.0,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-03 00:00:00+09:00,112120.3046875,,,,47.54216524215881,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-04 00:00:00+09:00,109140.375,,,,-115.43207469907821,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-05 00:00:00+09:00,111002.8359375,,,,-92.51739004108262,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-08 00:00:00+09:00,112492.8125,,,,22.147428879472244,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-09 00:00:00+09:00,113610.2734375,,,,164.48497978440844,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-10 00:00:00+09:00,115845.234375,,,,387.64703814259366,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-11 00:00:00+09:00,115472.7265625,,,,482.48371796917945,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-12 00:00:00+09:00,114727.7421875,,,,467.0467791059033,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-15 00:00:00+09:00,115472.7265625,,,,477.32353294928146,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-16 00:00:00+09:00,117707.7109375,,,,597.178809010278,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-17 00:00:00+09:00,117335.2265625,,,,611.6691128808072,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-18 00:00:00+09:00,115472.7265625,,,,462.87565389257384,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-19 00:00:00+09:00,120687.65625,,,,670.1491359110166,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-22 00:00:00+09:00,121060.15625,,,71.66662064148845,779.1729046633536,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-23 00:00:00+09:00,119942.671875,,,67.21308882612126,724.0372358449954,,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-24 00:00:00+09:00,116590.2265625,,,66.12894550520159,424.61970164780405,,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-25 00:00:00+09:00,118080.1796875,,,65.5736622707187,295.84975002773035,,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-26 00:00:00+09:00,113610.2734375,,,52.173872074463794,-100.22987259876663,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-29 00:00:00+09:00,115100.2421875,115342.371875,,52.85712744805468,-262.5171267551741,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-30 00:00:00+09:00,116217.7421875,115584.4921875,,50.746295288201985,-292.93224347199725,0.019347733899043828,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-31 00:00:00+09:00,120687.65625,116012.859765625,,58.97438034773504,-24.48716309741394,0.020915523780212622,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-01 00:00:00+09:00,119570.1484375,116534.3484375,,58.22781113473355,60.68496460392612,0.01990401962513502,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-02 00:00:00+09:00,121060.15625,117037.214453125,,59.25926980831568,192.7875347283375,0.019781253732631027,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-05 00:00:00+09:00,118452.6875,117335.208203125,,51.21949098461393,85.44937839978093,0.020486003174769413,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-06 00:00:00+09:00,117335.2265625,117521.455859375,,50.0,-71.44468176335317,0.020580014609619487,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-07 00:00:00+09:00,117335.2265625,117595.95546875,,53.164605690661915,-179.69819318342115,0.020146253883619736,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-08 00:00:00+09:00,119942.671875,117819.452734375,,48.611117584412504,-84.97928611875227,0.02067327420586478,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-09 00:00:00+09:00,115472.7265625,117856.701953125,,40.96382528124058,-319.47537163085644,0.022467379465044526,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-12 00:00:00+09:00,114727.7421875,117819.452734375,,41.463392175915416,-509.5779104084079,0.022467379465044526,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-13 00:00:00+09:00,113610.2734375,117614.580859375,,44.73683774788748,-684.499596412609,0.02207465389243163,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-14 00:00:00+09:00,115100.2421875,117502.831640625,,44.73686824950284,-672.775851334942,0.022316517142409526,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-19 00:00:00+09:00,115472.7265625,117502.831640625,,53.84611661512569,-614.4627939790504,0.022047105838493657,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
