Date,Close,MA20,MA60,RSI14,MACD_hist,Vol20,Vol60,sig_trend,sig_vol,sig_mom,composite,vol_override,strategy_raw,strategy,entry
2018-01-02 00:00:00+09:00,12349.234375,,,,0.0,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-03 00:00:00+09:00,12388.8154296875,,,,2.5259704415962916,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-04 00:00:00+09:00,12784.6240234375,,,,29.230606808184238,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-05 00:00:00+09:00,12784.6240234375,,,,44.363859154562576,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-08 00:00:00+09:00,12784.6240234375,,,,51.34996786862488,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-09 00:00:00+09:00,13061.689453125,,,,70.42801291105354,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-10 00:00:00+09:00,13615.822265625,,,,113.60622014189111,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-11 00:00:00+09:00,13457.4990234375,,,,123.90025662426291,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-12 00:00:00+09:00,13615.822265625,,,,132.96874669285273,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-15 00:00:00+09:00,13378.3369140625,,,,115.2310603350962,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-16 00:00:00+09:00,13022.109375,,,,73.78113684605202,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-17 00:00:00+09:00,12665.880859375,,,,19.47349153033315,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-18 00:00:00+09:00,12349.234375,,,,-37.564579487044284,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-19 00:00:00+09:00,12428.3955078125,,,,-67.97886377808535,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-22 00:00:00+09:00,12230.4912109375,,,48.10125633484523,-97.63823816379414,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-23 00:00:00+09:00,12586.7197265625,,,52.87356289242183,-89.68365739736187,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-24 00:00:00+09:00,12665.880859375,,,48.10125633484523,-76.04775640789336,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-25 00:00:00+09:00,12745.04296875,,,49.382713040988484,-59.39233988854072,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-26 00:00:00+09:00,12784.6240234375,,,50.0,-44.10805727366595,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-29 00:00:00+09:00,13378.3369140625,12853.890380859375,,54.444451450241004,4.97952822360422,,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-30 00:00:00+09:00,13259.5947265625,12899.4083984375,,44.303800235670145,27.20254873055208,0.021770068617181858,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-31 00:00:00+09:00,13457.4990234375,12952.842578125,,50.0,51.56805167572841,0.02191450848276927,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-01 00:00:00+09:00,13220.013671875,12974.612060546875,,43.90243975825674,48.09605694534477,0.021446220009382403,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-02 00:00:00+09:00,12863.78515625,12978.5701171875,,42.35293468817768,19.67053370743757,0.022406756658280402,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-05 00:00:00+09:00,12467.9765625,12962.737744140624,,41.86045644284423,-25.476006114640512,0.023492852520882523,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-06 00:00:00+09:00,12190.91015625,12919.198779296876,,42.857138661124345,-71.10038499911005,0.023311575912588648,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-07 00:00:00+09:00,12270.072265625,12851.911279296875,,48.7179430404972,-91.7368350068062,0.020947568518821635,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-08 00:00:00+09:00,11953.42578125,12776.7076171875,,42.85715544519471,-120.68003145029203,0.021426959500227334,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-09 00:00:00+09:00,12032.5869140625,12697.545849609374,,46.91358137506107,-127.7779137945017,0.021235844551015588,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-12 00:00:00+09:00,11834.6826171875,12620.363134765625,,37.66232642671664,-138.20193048911167,0.021208410676324806,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-13 00:00:00+09:00,11438.8740234375,12541.2013671875,,31.764708272776645,-162.47905930769684,0.02162635040377955,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-14 00:00:00+09:00,11478.455078125,12481.830078125,,30.952379553708113,-166.01053036151498,0.021131881790439726,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-19 00:00:00+09:00,11795.1015625,12454.1234375,,36.2637234522218,-138.2938594639697,0.02171979535582054,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-20 00:00:00+09:00,12111.7490234375,12438.29111328125,,30.952379553708113,-92.1291502548678,0.022590522498638188,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-21 00:00:00+09:00,11993.005859375,12426.416845703125,,30.95237046233774,-64.39722993665444,0.022419201734339506,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-22 00:00:00+09:00,11834.6826171875,12388.814990234376,,25.301198730818555,-52.05151148710448,0.021437264562286815,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-23 00:00:00+09:00,11953.42578125,12353.192236328125,,30.000006168144864,-32.19638255717828,0.02153836670236192,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-26 00:00:00+09:00,12151.330078125,12323.506591796875,,38.15790584292264,-3.550078657398899,0.021883358678502954,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-27 00:00:00+09:00,11993.005859375,12283.92568359375,,41.42857042152747,6.379096508867605,0.021969634115719477,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-28 00:00:00+09:00,11834.6826171875,12206.74296875,,43.28358923465282,4.04175729724318,0.018833591763487423,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-03-02 00:00:00+09:00,11597.197265625,12123.623095703126,,38.028167056331334,-10.922621166457702,0.019091384437850443,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-03-05 00:00:00+09:00,11518.0361328125,12026.649951171876,,41.53846095449502,-22.888149130990854,0.018408930551202785,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-03-06 00:00:00+09:00,11518.0361328125,11941.55107421875,,39.68255398007865,-27.24275766911711,0.018329025678406823,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-03-07 00:00:00+09:00,11399.29296875,11868.32646484375,,40.9836105357548,-34.1145331529799,0.01771650306844187,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-03-08 00:00:00+09:00,11755.5205078125,11832.703662109376,,56.6666529596809,-11.814515709879373,0.018483407634142027,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-03-09 00:00:00+09:00,11913.8447265625,11818.850390625,,58.73015375710364,14.998012731929663,0.01822624051618126,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-03-12 00:00:00+09:00,12032.5869140625,11806.976123046876,,55.1724123262445,40.67312233100324,0.018318107516566262,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-03-13 00:00:00+09:00,12032.5869140625,11810.9341796875,,47.99999210477749,56.6188368876594,0.017333958234345543,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-03-14 00:00:00+09:00,11993.005859375,11808.955126953126,,50.0,62.975438191653126,0.017286714922205085,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-03-15 00:00:00+09:00,11636.7783203125,11799.059912109375,,45.283022381285335,42.63737288558289,0.018206814798475315,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-03-16 00:00:00+09:00,11993.005859375,11826.76650390625,,50.847440616429935,52.00380216386807,0.017700218001474657,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-03-19 00:00:00+09:00,12032.5869140625,11854.473095703124,,47.27271503838829,59.171263402570645,0.01769973791646848,,-1,-1,1,-0.5,True,Defensive,Defensive,False
