Date,Close,High,Low,Volume,MA20,MA60,Vol20,Vol60,RSI14,MACD,MACD_signal,MACD_hist,Return,sig_trend,sig_vol,sig_mom,composite,strategy
2018-01-02 00:00:00+09:00,43365.95703125,43915.76314258122,42884.87668383518,576658,,,,,,0.0,0.0,0.0,,-1,-1,-1,-1.0,Defensive
2018-01-03 00:00:00+09:00,43365.95703125,43640.860086915614,42678.699392085975,684227,,,,,,0.0,0.0,0.0,0.0,-1,-1,-1,-1.0,Defensive
2018-01-04 00:00:00+09:00,43297.22265625,43915.75440848214,43159.771155753966,674521,,,,,,-5.483084045576106,-1.0966168091152213,-4.386467236460885,-0.0015849846217038666,-1,-1,-1,-1.0,Defensive
2018-01-05 00:00:00+09:00,44053.21484375,44259.39213631045,43297.23143769501,718208,,,,,,50.59060676253284,9.240827905214394,41.34977885731845,0.01746052381932328,-1,-1,-1,-1.0,Defensive
2018-01-08 00:00:00+09:00,45771.35546875,46114.98426356044,44190.663012622,1044425,,,,,,231.0061054667458,53.59388341752068,177.4122220492251,0.03900148107451362,-1,-1,-1,-1.0,Defensive
2018-01-09 00:00:00+09:00,46183.70703125,46664.78731282552,45633.90099516369,943705,,,,,,402.61887319265225,123.39888137254701,279.21999182010524,0.009008943656508617,-1,-1,-1,-1.0,Defensive
2018-01-10 00:00:00+09:00,45359.00390625,46802.244939630684,45359.00390625,899922,,,,,,466.69678809821926,192.0584627176815,274.63832538053776,-0.01785701447573207,-1,-1,-1,-1.0,Defensive
2018-01-11 00:00:00+09:00,46527.34765625,46802.25074432238,45771.36416405096,1035915,,,,,,604.7830115929028,274.6033724927258,330.179639100177,0.02575770297810731,-1,-1,-1,-1.0,Defensive
2018-01-12 00:00:00+09:00,46527.34765625,47558.23423652141,46389.896112213806,926019,,,,,,706.078109640388,360.8983199222582,345.17978971812977,0.0,-1,-1,-1,-1.0,Defensive
2018-01-15 00:00:00+09:00,46458.60546875,47352.04018930289,46321.15397328033,740957,,,,,,771.9101844965044,443.1006928371075,328.8094916593969,-0.0014774576880649537,-1,-1,-1,-1.0,Defensive
2018-01-16 00:00:00+09:00,45221.5546875,46664.79579454787,45221.5546875,992214,,,,,,716.0092100590336,497.68239628149274,218.3268137775409,-0.02662694604731719,-1,-1,-1,-1.0,Defensive
2018-01-17 00:00:00+09:00,44946.64453125,45771.35360521789,44877.91877508601,1370204,,,,,,642.1223462825656,526.5703862817073,115.55196000085823,-0.006079184100364232,-1,-1,-1,-1.0,Defensive
2018-01-18 00:00:00+09:00,45152.828125,46114.988846080676,45015.37659341705,860775,,,,,,593.363838309182,539.9290766872023,53.43476162197976,0.004587296691450415,-1,-1,-1,-1.0,Defensive
2018-01-19 00:00:00+09:00,46114.9765625,46596.056794895674,45427.71908764903,1002996,,,,,,625.153328919092,556.9739271335802,68.1794017855118,0.0213087081685428,-1,-1,-1,-1.0,Defensive
2018-01-22 00:00:00+09:00,45152.828125,47008.42380136986,45152.828125,917484,,,,,60.317463897593804,566.1827886115498,558.8156994291742,7.367089182375594,-0.020864120709158218,-1,-1,1,-0.5,Defensive
2018-01-23 00:00:00+09:00,47145.87109375,47145.87109375,45290.275584229224,899249,,,,,67.7419236548959,672.5177555231712,581.5561106479736,90.96164487519763,0.044139936555745996,-1,-1,1,-0.5,Defensive
2018-01-24 00:00:00+09:00,46389.88671875,47077.14429976852,46252.435202546294,724918,,,,,63.636394952211084,687.8581611602203,602.816520750423,85.04164040979731,-0.016035007042222604,-1,-1,1,-0.5,Defensive
2018-01-25 00:00:00+09:00,45771.35546875,46664.79033525714,45702.629709787914,836419,,,,,57.66870866146125,642.6966338255952,610.7925433654575,31.904090460137695,-0.013333320983299535,-1,-1,1,-0.5,Defensive
2018-01-26 00:00:00+09:00,46321.16015625,46389.88591315838,45358.99955953264,933977,,,,,52.73972336093495,643.8485560412009,617.4037459006062,26.444810140594768,0.01201198177046292,-1,-1,1,-0.5,Defensive
