,005930.KS,009540.KS,034020.KS,105560.KS,005380.KS,005490.KS,207940.KS,090430.KS,035420.KS
2018-01-31,40301.44140625,131994.71875,13457.4990234375,46252.4375,120687.6328125,280965.28125,667127.9375,284538.1875,176035.390625
2018-02-01,40236.82421875,132944.3125,13220.013671875,45427.73046875,119570.1640625,291672.25,674734.875,285013.125,178550.203125
2018-02-02,38524.62109375,131994.71875,12863.78515625,45633.8984375,121060.1171875,283180.4375,669410.0,286913.25,175068.171875
2018-02-05,38702.30078125,125347.5,12467.9765625,46527.34375,118452.6953125,281703.53125,648110.625,284538.1875,170038.609375
2018-02-06,38298.48046875,124872.703125,12190.91015625,44121.9375,117335.2265625,276903.96875,632136.0625,281213.03125,164622.09375
2018-02-07,36990.1015625,121074.28125,12270.072265625,43365.953125,117335.2265625,269519.875,613879.4375,267437.375,163074.546875
2018-02-08,37151.6328125,125822.296875,11953.42578125,42197.6171875,119942.6640625,266196.9375,619204.25,273612.65625,163074.546875
2018-02-09,36101.68359375,123448.296875,12032.5869140625,41922.71484375,115472.7578125,259920.46875,609315.25,266962.375,156303.953125
2018-02-12,36925.49609375,122973.5,11834.6826171875,44190.65625,114727.75,268042.96875,642025.0625,260787.0625,154756.40625
2018-02-13,38395.40625,118700.28125,11438.8740234375,44121.9375,113610.28125,264720.28125,651914.0625,257936.96875,155723.609375
2018-02-14,39574.5703125,122973.5,11478.455078125,44534.28515625,115100.25,268412.21875,663324.5,265537.3125,156884.28125
2018-02-19,39073.80859375,127246.703125,11795.1015625,45908.80078125,115472.7578125,268412.21875,654196.1875,263637.21875,158625.3125
2018-02-20,38282.33203125,122498.6875,12111.7490234375,45840.0703125,114355.2578125,269150.625,646589.25,261737.09375,156110.53125
2018-02-21,38185.4140625,121549.0859375,11993.005859375,45015.3671875,119197.6796875,268781.40625,646589.25,279787.9375,161140.09375
2018-02-22,37765.44140625,118700.28125,11834.6826171875,44603.015625,116962.7265625,265458.53125,673974.1875,279312.875,159979.4375
2018-02-23,38136.94921875,123448.296875,11953.42578125,44465.56640625,118452.6953125,267673.78125,684623.875,277887.84375,160366.296875
2018-02-26,38266.1640625,123923.09375,12151.330078125,44053.2109375,119942.6640625,272842.65625,698316.375,283113.125,156690.84375
2018-02-27,38266.1640625,122498.6875,11993.005859375,43984.4921875,119942.6640625,279488.40625,690709.4375,278837.9375,155530.1875
2018-02-28,38007.7265625,124397.890625,11834.6826171875,43984.4921875,120315.1328125,266935.34375,684623.875,267437.375,155336.71875
2018-03-02,37167.77734375,124397.890625,11597.197265625,43640.85546875,116217.734375,257336.15625,708205.375,261737.09375,152048.171875
2018-03-05,36505.51953125,117275.875,11518.0361328125,42747.41796875,113982.7734375,257336.15625,708205.375,262687.15625,150694.03125
2018-03-06,37975.4296875,131994.71875,11518.0361328125,42816.14453125,116962.7265625,257336.15625,683102.5,264112.21875,153982.59375
2018-03-07,39267.66015625,130095.5234375,11399.29296875,42266.3359375,113610.28125,256597.734375,681581.125,268387.4375,153789.15625
2018-03-08,39736.1015625,137217.53125,11755.5205078125,42472.5234375,115100.25,264350.90625,686145.25,274562.6875,154562.953125
2018-03-09,40172.2109375,135318.328125,11913.8447265625,42953.6015625,114727.75,254751.703125,692230.8125,285963.21875,155143.28125
2018-03-12,40172.2109375,138167.125,12032.5869140625,43984.4921875,114355.2578125,260658.890625,697555.6875,292613.53125,155917.109375
2018-03-13,41722.890625,135318.328125,12032.5869140625,42747.41796875,114355.2578125,261028.09375,689188.0625,292138.5,158625.3125
2018-03-14,41803.66015625,132469.515625,11993.005859375,42335.06640625,116217.734375,251059.5625,677016.9375,286438.25,156497.40625
2018-03-15,41625.97265625,135318.328125,11636.7783203125,42403.7890625,117335.2265625,249213.609375,677777.625,293563.59375,158625.3125
2018-03-16,41302.9140625,135318.328125,11993.005859375,43091.05078125,117335.2265625,252536.4375,681581.125,294038.5625,154949.84375
2018-03-19,40979.85546875,134368.734375,12032.5869140625,43228.48828125,112865.3203125,253274.765625,684623.875,289288.40625,151854.734375
2018-03-20,41351.375,139116.734375,12072.16796875,43709.58203125,113610.28125,251428.75,702880.5,285488.21875,153789.15625
2018-03-21,41238.30859375,144339.546875,12270.072265625,43297.22265625,115100.25,255120.828125,700598.4375,284538.1875,153595.703125
2018-03-22,41819.8203125,141490.734375,12349.234375,43915.7578125,113610.28125,251428.75,726462.0,282163.03125,155336.71875
2018-03-23,40156.05859375,140066.328125,11874.263671875,42335.06640625,112865.3203125,237398.953125,732547.5625,274087.6875,151467.84375
2018-03-26,40608.34375,140066.328125,12111.7490234375,41785.265625,111375.3125,242198.640625,747761.4375,281688.03125,152628.5
2018-03-27,40366.0546875,139116.734375,13101.2705078125,42128.8984375,114727.75,255120.828125,760693.1875,289288.40625,152628.5
2018-03-28,39332.2734375,136267.921875,12824.205078125,41304.17578125,112865.3203125,247367.515625,707444.6875,289288.40625,151661.265625
2018-03-29,39896.8828125,130570.3203125,12586.7197265625,42335.06640625,106905.3984375,249963.578125,739393.8125,291663.5,152048.171875
2018-03-30,40043.3125,125347.5,12586.7197265625,41716.54296875,106905.3984375,241433.609375,740915.1875,301163.9375,153208.859375
2018-04-02,39490.1015625,119649.8828125,12111.7490234375,40891.828125,110630.359375,242917.09375,739393.8125,316364.59375,151854.734375
2018-04-03,39148.41015625,119649.8828125,12230.4912109375,39723.48046875,113237.765625,241062.78125,738633.125,327765.21875,151854.734375
2018-04-04,38172.1328125,114901.875,11874.263671875,39586.04296875,116590.203125,235499.765625,765257.375,320639.84375,145857.890625
2018-04-05,39652.8203125,122973.5,11993.005859375,39929.6640625,114727.75,236241.53125,763736.0,316364.59375,150694.03125
2018-04-06,39376.19140625,121549.0859375,11834.6826171875,40067.1171875,113610.28125,236612.359375,789599.5625,313514.53125,148953.015625
2018-04-09,40027.05078125,120124.6796875,11755.5205078125,38898.78125,112492.796875,232162.015625,855019.1875,320639.84375,149726.8125
2018-04-10,39766.71484375,119175.078125,11795.1015625,40273.296875,112492.796875,240691.953125,886968.3125,324915.0625,149920.25
2018-04-11,39750.4296875,119649.8828125,11834.6826171875,40204.56640625,111747.828125,242175.4375,888489.6875,318264.6875,149146.484375
2018-04-12,39864.33984375,122498.6875,11834.6826171875,40685.64453125,113237.765625,238466.78125,859583.3125,307339.15625,146438.25
2018-04-13,40515.18359375,122498.6875,11676.359375,41166.73046875,112120.2890625,242917.09375,867190.25,318264.6875,147792.359375
2018-04-16,40954.49609375,118700.28125,11834.6826171875,41098.00390625,113982.7734375,241062.78125,862626.125,321114.875,145277.546875
2018-04-17,40661.625,115851.46875,11993.005859375,40548.1953125,117335.2265625,246996.703125,838283.9375,321589.84375,144697.21875
2018-04-18,41784.328125,115851.46875,12705.4619140625,40479.47265625,118080.1875,259235.140625,820027.3125,328240.1875,145471.0
2018-04-19,42939.58203125,114427.0703125,12982.5283203125,41235.45703125,117707.6796875,263314.78125,771342.9375,323965.0,142762.75
2018-04-20,41995.85546875,115376.671875,13378.3369140625,41579.0859375,119197.6796875,259235.140625,769821.5,321114.875,140828.328125
2018-04-23,42223.6484375,114427.0703125,13457.4990234375,41785.265625,118825.1640625,259606.078125,719615.75,316364.59375,142182.40625
2018-04-24,41052.1328125,111578.265625,13378.3369140625,42128.8984375,121060.1171875,262573.0,721137.1875,321589.84375,140247.984375
2018-04-25,41003.30859375,106830.25,13338.755859375,41579.0859375,122177.6171875,266281.6875,727983.375,317789.71875,143730.015625
2018-04-26,42418.91796875,113002.6640625,13497.080078125,41304.17578125,116590.203125,265910.875,758411.125,316839.65625,140247.984375
2018-04-27,43118.5625,112527.8671875,13655.4033203125,41166.73046875,117707.6796875,260347.890625,769821.5,317789.71875,138506.953125
2018-04-30,43118.5625,113477.46875,14169.9541015625,42060.16796875,119197.6796875,276295.0,742436.5625,331565.34375,138506.953125
2018-05-02,43118.5625,113952.265625,14367.859375,41716.54296875,119197.6796875,276295.0,614640.125,333940.375,142762.75
2018-05-03,43118.5625,113477.46875,14605.34375,41441.6328125,119197.6796875,267394.25,593340.6875,322539.9375,140634.875
2018-05-04,42223.6484375,118225.4765625,15199.0576171875,40685.64453125,117707.6796875,272586.4375,546938.4375,332515.34375,138700.40625
2018-05-08,42793.140625,120599.484375,14842.8291015625,40135.84765625,116217.734375,266281.6875,563673.6875,330140.28125,141408.65625
2018-05-09,41410.09765625,118225.4765625,14644.9248046875,39998.390625,114355.2578125,259977.03125,605511.8125,332990.4375,140634.875
2018-05-10,41979.5859375,119175.078125,15515.7041015625,39860.9375,113237.765625,266652.5625,592580.0,325390.0,139280.75
2018-05-11,41735.51171875,121549.0859375,15357.380859375,39998.390625,113982.7734375,265539.9375,588015.875,324915.0625,138700.40625
2018-05-14,40759.25390625,122023.8828125,16228.16015625,39998.390625,112492.796875,275182.46875,560630.875,312089.4375,138700.40625
2018-05-15,40027.05078125,117750.671875,16821.873046875,39379.859375,110630.359375,274811.5625,591058.625,307339.15625,137539.734375
2018-05-16,40555.84765625,116326.28125,16188.5791015625,39586.04296875,112120.2890625,269248.5,629854.0,312089.4375,135411.84375
2018-05-17,40189.75,116801.078125,16069.8369140625,39586.04296875,111375.3125,267023.5,605511.8125,305914.15625,134831.53125
2018-05-18,40271.11328125,121074.28125,16148.998046875,38761.33203125,111747.828125,267394.25,621486.375,312089.4375,133090.5
2018-05-21,40677.89453125,121549.0859375,15753.189453125,38417.703125,111002.8203125,267765.125,623768.4375,313039.4375,131929.84375
2018-05-23,42142.30859375,120124.6796875,15753.189453125,38074.06640625,107650.390625,261460.3125,607793.875,312089.4375,132316.71875
2018-05-24,41816.875,119649.8828125,15357.380859375,38486.41796875,104297.9765625,264798.1875,635939.5,319214.8125,131542.953125
2018-05-25,42874.4921875,115851.46875,14724.0869140625,38074.06640625,103552.96875,256639.171875,654956.875,318264.6875,132510.15625
2018-05-28,42549.07421875,109679.0546875,15674.0283203125,37867.890625,103180.484375,262573.0,652674.75,313039.4375,131542.953125
2018-05-29,41735.51171875,109679.0546875,14803.2490234375,37524.26171875,104297.9765625,258864.40625,658760.3125,314939.59375,129221.6015625
2018-05-30,40271.11328125,107305.046875,14763.66796875,36012.30859375,102435.484375,253672.1875,647349.9375,313514.53125,126126.46875
2018-05-31,41247.38671875,108729.4609375,15119.8955078125,35599.9453125,103552.96875,251817.953125,661803.125,315889.65625,129415.046875
2018-06-01,41735.51171875,109679.0546875,14763.66796875,35943.578125,104297.9765625,251817.953125,686906.0,319689.78125,131542.953125
2018-06-04,41572.8046875,112053.0703125,14644.9248046875,37386.828125,106532.9296875,261460.3125,637460.9375,313039.4375,130188.8046875
2018-06-05,41735.51171875,114901.875,15080.314453125,37799.171875,106160.4296875,261460.3125,640503.6875,320639.84375,130382.265625
2018-06-07,41166.02734375,118700.28125,15001.1533203125,38555.1484375,106160.4296875,272957.25,638982.3125,323014.96875,131542.953125
2018-06-08,40393.14453125,115376.671875,14763.66796875,38486.41796875,105042.9453125,267023.5,640503.6875,321114.875,135605.3125
2018-06-11,40596.53125,118225.4765625,15040.7333984375,39448.58203125,103925.4765625,275924.1875,638982.3125,312089.4375,137539.734375
2018-06-12,40189.75,115376.671875,14803.2490234375,39104.95703125,104670.453125,271473.875,653435.5,307814.28125,138700.40625
2018-06-14,39213.484375,110628.6640625,13932.4697265625,38486.41796875,100573.03125,274069.78125,620725.6875,304964.125,136765.96875
2018-06-15,38766.03515625,109204.2578125,14051.2119140625,37799.171875,99828.03125,270732.09375,620725.6875,292613.53125,133477.375
2018-06-18,37911.7890625,104931.046875,13497.080078125,38142.79296875,100573.03125,264056.5,619964.9375,292613.53125,134251.171875
2018-06-19,38237.203125,100183.0390625,12626.2998046875,37867.890625,97965.59375,252188.8125,579648.25,285963.21875,133090.5
2018-06-20,38237.203125,102557.0390625,12863.78515625,37867.890625,96475.6171875,254043.109375,638982.3125,296413.71875,133283.9375
2018-06-21,38277.90234375,101132.6328125,12270.072265625,36218.47265625,94613.1484375,251447.078125,631375.375,291188.5,135218.390625
2018-06-22,38440.6171875,104931.046875,12388.8154296875,36355.91796875,96848.109375,254784.90625,665606.5625,295938.6875,139861.109375
2018-06-25,37952.4765625,105880.6484375,12428.3955078125,37455.54296875,96103.125,262573.0,639743.0,293088.59375,144697.21875
2018-06-26,38237.203125,102557.0390625,12626.2998046875,37180.640625,96475.6171875,253672.1875,632896.75,295463.65625,142182.40625
2018-06-27,39010.1015625,94865.265625,12151.330078125,37180.640625,94985.6328125,245513.1875,635939.5,293563.59375,142956.21875
2018-06-28,38357.6953125,96859.4296875,12151.330078125,36012.30859375,93859.3203125,239924.90625,622247.0625,304014.0625,144503.796875
2018-06-29,38234.74609375,96859.4296875,12388.8154296875,36287.19921875,94234.765625,245140.671875,634418.125,306389.1875,147598.921875
2018-07-02,37333.1796875,94200.546875,11478.455078125,36081.01953125,92733.0234375,234709.15625,630614.6875,298788.84375,145277.546875
2018-07-03,37824.94140625,94960.234375,11636.7783203125,35737.3984375,91606.7109375,233963.984375,652674.75,294038.5625,144503.796875
2018-07-04,37906.90234375,94295.5078125,11557.6162109375,35668.66796875,89729.5234375,227258.0625,641264.375,282163.03125,148566.125
2018-07-05,37661.01953125,96384.625,11320.130859375,36218.47265625,91231.265625,230238.4375,628332.5625,276462.78125,147985.8125
2018-07-06,36800.4296875,99233.4375,11795.1015625,37249.3671875,92733.0234375,232846.359375,623768.4375,277412.84375,144890.6875
2018-07-09,37374.15625,96384.625,11676.359375,37936.6171875,93483.8984375,227258.0625,649632.0,277887.84375,146051.34375
2018-07-10,37947.89453125,96384.625,11715.9404296875,37455.54296875,92733.0234375,230238.4375,634418.125,279312.875,147018.5625
2018-07-11,37701.99609375,94485.421875,11518.0361328125,36974.46484375,91231.265625,232473.734375,631375.375,280262.96875,148759.578125
2018-07-12,37292.20703125,91161.8125,11240.9697265625,36355.91796875,92357.578125,231728.703125,652674.75,281688.03125,151274.375
2018-07-13,38111.80078125,90592.0546875,11280.55078125,38005.34375,91982.15625,235826.796875,611597.3125,278837.9375,149146.484375
2018-07-16,37742.98828125,92206.3828125,11240.9697265625,37043.1875,94610.1953125,234709.15625,623768.4375,276937.8125,149146.484375
2018-07-17,37579.0546875,91731.578125,11399.29296875,38074.06640625,94985.625,237689.578125,628332.5625,269337.4375,146825.125
2018-07-18,38152.79296875,90402.1328125,11003.484375,37936.6171875,93108.4453125,237689.578125,630614.6875,266487.34375,147792.359375
2018-07-19,38439.66015625,90592.0546875,10963.9033203125,36837.00390625,93108.4453125,234336.5625,644307.125,259361.984375,147985.8125
2018-07-20,38890.42578125,92016.453125,11003.484375,37043.1875,95361.0859375,228003.140625,645828.5625,261737.09375,148953.015625
2018-07-23,38111.80078125,94485.421875,11320.130859375,37043.1875,97238.265625,236199.28125,630614.6875,265537.3125,149726.8125
2018-07-24,37824.94140625,93250.9375,11597.197265625,36699.546875,97238.265625,242160.21875,624529.125,265537.3125,144116.90625
2018-07-25,37824.94140625,93630.7890625,11676.359375,37386.828125,97989.1328125,245140.671875,591058.625,265537.3125,144310.34375
2018-07-26,38439.66015625,99233.4375,11636.7783203125,36768.2734375,97613.7109375,245513.1875,569759.1875,254611.78125,145277.546875
2018-07-27,38439.66015625,100657.8359375,11755.5205078125,36837.00390625,97238.265625,245140.671875,569759.1875,250811.609375,145277.546875
2018-07-30,38111.80078125,102082.2421875,11913.8447265625,37043.1875,97989.1328125,244768.078125,564434.375,251761.671875,141215.203125
2018-07-31,37906.90234375,101132.6328125,11913.8447265625,36837.00390625,97238.265625,246258.25,567477.125,254136.765625,138506.953125
2018-08-01,38152.79296875,101132.6328125,11320.130859375,37043.1875,96487.3984375,249238.734375,582691.0,262687.15625,140828.328125
2018-08-02,37333.1796875,96859.4296875,11359.7119140625,36081.01953125,94234.765625,240297.46875,575084.0625,256511.84375,140828.328125
2018-08-03,37497.09765625,103031.8359375,11755.5205078125,36287.19921875,93108.4453125,239924.90625,596383.5,261737.09375,141408.65625
2018-08-06,37538.08203125,105405.84375,11676.359375,36493.37890625,93483.8984375,246258.25,605511.8125,258886.96875,142182.40625
2018-08-07,38275.7265625,105880.6484375,11715.9404296875,36287.19921875,93859.3203125,247375.984375,645067.875,263162.15625,143923.453125
2018-08-08,38357.6953125,106830.25,11715.9404296875,36149.75,95736.5234375,248121.09375,690709.4375,256986.890625,145084.109375
2018-08-09,38439.66015625,105880.6484375,11597.197265625,35599.9453125,94610.1953125,244768.078125,699837.75,255561.828125,150694.03125
2018-08-10,37210.23828125,104931.046875,11993.005859375,35531.21875,94610.1953125,244395.578125,705923.3125,251286.625,149146.484375
2018-08-13,36923.37890625,102082.2421875,11518.0361328125,35118.86328125,92733.0234375,237689.578125,678538.375,244161.3125,146051.34375
2018-08-14,37005.328125,102557.0390625,11597.197265625,34637.78125,92357.578125,239924.90625,693752.1875,247486.453125,146438.25
2018-08-16,36267.68359375,98283.8359375,11597.197265625,34500.328125,94985.625,233591.46875,669410.0,244636.296875,145084.109375
2018-08-17,36144.75390625,97809.03125,11676.359375,35187.58203125,94985.625,233218.859375,696795.0,247486.453125,146051.34375
2018-08-20,35939.83984375,106830.25,11834.6826171875,35187.58203125,95736.5234375,239179.75,689948.75,242261.21875,146051.34375
2018-08-21,36718.4765625,105880.6484375,11755.5205078125,35256.3203125,94234.765625,242905.375,690709.4375,245586.359375,144503.796875
2018-08-22,37783.9609375,111103.4609375,11715.9404296875,34981.4140625,94610.1953125,241415.140625,689188.0625,244161.3125,144503.796875
2018-08-23,37865.91796875,109204.2578125,11676.359375,34912.68359375,93483.8984375,236199.28125,685384.5625,257461.90625,149339.921875
2018-08-24,37824.94140625,108254.65625,11597.197265625,35462.49609375,93483.8984375,237689.578125,696795.0,256036.859375,146631.671875
2018-08-27,37947.89453125,109204.2578125,11438.8740234375,36287.19921875,93108.4453125,242160.21875,691470.125,256036.859375,148759.578125
2018-08-28,38152.79296875,112527.8671875,11834.6826171875,36218.47265625,93859.3203125,246258.25,683863.1875,247011.421875,146244.78125
2018-08-29,38357.6953125,113952.265625,11953.42578125,36218.47265625,93108.4453125,247003.4375,684623.875,248436.484375,144697.21875
2018-08-30,39054.36328125,113002.6640625,11557.6162109375,35325.04296875,92733.0234375,247748.484375,679299.0625,251286.625,144310.34375
2018-08-31,39710.0390625,112053.0703125,11201.388671875,35531.21875,93859.3203125,243277.90625,704401.9375,249861.546875,145471.0
2018-09-03,38890.42578125,113952.265625,11280.55078125,35256.3203125,93859.3203125,238062.125,718094.375,246536.390625,145857.890625
2018-09-04,39054.36328125,112527.8671875,11320.130859375,35325.04296875,94985.625,235826.796875,715051.625,247486.453125,146051.34375
2018-09-05,38193.76953125,114427.0703125,11399.29296875,34637.78125,96862.84375,230611.078125,704401.9375,247961.46875,142375.890625
2018-09-06,37783.9609375,117750.671875,11557.6162109375,34706.50390625,100617.1953125,229865.890625,698316.375,247961.46875,141215.203125
2018-09-07,36800.4296875,119175.078125,11676.359375,34843.96484375,99866.328125,229493.34375,696795.0,249861.546875,141602.09375
2018-09-10,37292.20703125,118700.28125,11953.42578125,35050.13671875,98364.578125,226512.90625,703641.25,244636.296875,140247.984375
2018-09-11,36923.37890625,117750.671875,11715.9404296875,35118.86328125,96111.9609375,217571.625,709726.75,243686.265625,140441.421875
2018-09-12,36513.5703125,120599.484375,11636.7783203125,35325.04296875,97238.265625,217199.109375,711248.125,244636.296875,141215.203125
2018-09-13,36103.7734375,122498.6875,11795.1015625,35874.84375,96487.3984375,218316.703125,713530.25,246061.390625,139861.109375
2018-09-14,37579.0546875,122973.5,11755.5205078125,35118.86328125,97238.265625,219061.875,716573.0,255086.796875,141215.203125
2018-09-17,37005.328125,123923.09375,11715.9404296875,34637.78125,96487.3984375,218316.703125,739393.8125,250336.5625,140828.328125
2018-09-18,37292.20703125,122498.6875,11795.1015625,34569.0625,96111.9609375,220924.640625,771342.9375,246061.390625,140247.984375
2018-09-19,37824.94140625,119175.078125,11834.6826171875,34637.78125,94985.625,222414.828125,771342.9375,242736.234375,141408.65625
2018-09-20,38726.51171875,123448.296875,11715.9404296875,35393.76171875,96862.84375,222414.828125,803292.0625,239411.0625,141408.65625
2018-09-21,38849.453125,121549.0859375,11755.5205078125,36562.10546875,96862.84375,226885.515625,806334.8125,236560.921875,140247.984375
2018-09-27,39224.3515625,127721.5,11834.6826171875,36905.73828125,97989.1328125,229135.5625,830677.0,242261.21875,137926.65625
2018-09-28,38357.28125,127721.5,11795.1015625,37249.3671875,97238.265625,220885.265625,812420.375,247961.46875,138506.953125
2018-10-01,38274.7109375,129620.6953125,11874.263671875,38211.51953125,96862.84375,221635.234375,818505.875,256036.859375,137926.65625
2018-10-02,37737.9609375,134368.734375,11715.9404296875,37455.54296875,96487.3984375,220510.15625,783514.0,251286.625,133283.9375
2018-10-04,36912.1796875,133893.921875,11438.8740234375,38555.1484375,93483.8984375,205884.515625,800249.25,216135.015625,134444.609375
2018-10-05,36912.1796875,133419.109375,11478.455078125,38623.8828125,93483.8984375,209259.671875,772864.3125,213759.90625,136185.625
2018-10-08,37118.62109375,126771.90625,11320.130859375,38486.41796875,91606.7109375,203634.375,774385.6875,211859.8125,136185.625
2018-10-10,37407.65234375,128671.09375,10607.67578125,38074.06640625,90104.9609375,204009.453125,742436.5625,201409.328125,136185.625
2018-10-11,35590.9375,121074.28125,9974.3818359375,36287.19921875,87101.46875,192758.921875,710487.4375,187633.671875,136185.625
2018-10-12,36334.14453125,122023.8828125,9974.3818359375,36012.30859375,86726.03125,198759.171875,721897.875,197134.140625,137346.28125
2018-10-15,36168.98046875,125347.5,10053.54296875,36081.01953125,85224.28125,199134.1875,707444.6875,188108.71875,131542.953125
2018-10-16,36003.828125,124397.890625,10053.54296875,35668.66796875,87476.890625,199509.1875,711248.125,187633.671875,129124.84375
2018-10-17,36458.00390625,125822.296875,10211.8662109375,36081.01953125,88978.6484375,203634.375,684623.875,188108.71875,125739.578125
2018-10-18,36375.4296875,119175.078125,9895.2197265625,35325.04296875,87101.46875,198009.171875,675495.5625,180983.359375,120903.4296875
2018-10-19,36251.56640625,119649.8828125,9776.4765625,35118.86328125,86726.03125,202509.390625,689188.0625,180983.359375,123321.5
2018-10-22,35962.546875,119649.8828125,9697.3154296875,36012.30859375,88603.203125,199884.203125,680059.75,186683.640625,124772.328125
2018-10-23,35549.64453125,113952.265625,9380.66796875,35050.13671875,87476.890625,195759.03125,635178.8125,179558.3125,121387.0390625
2018-10-24,35136.76171875,112527.8671875,9301.5068359375,35806.12109375,87852.3359375,199509.1875,612358.0625,180983.359375,122837.8828125
2018-10-25,33856.8125,112053.0703125,9024.4404296875,35256.3203125,82596.1953125,198384.171875,594862.0625,181933.40625,115100.0703125
2018-10-26,33856.8125,110153.8671875,8668.212890625,35050.13671875,81094.4609375,198384.171875,565955.75,174333.046875,109296.703125
2018-10-29,34187.12109375,110628.6640625,8430.7275390625,35462.49609375,79592.7265625,195759.03125,551502.5625,152007.03125,105911.4140625
2018-10-30,34971.6171875,117275.875,8509.888671875,33503.80078125,80719.0390625,190508.828125,605511.8125,148681.859375,106878.625
2018-10-31,35012.90625,118225.4765625,8668.212890625,32576.015625,79968.15625,193508.9375,589537.25,145356.71875,110747.5390625
2018-11-01,34806.44921875,110153.8671875,8668.212890625,32816.546875,81469.8984375,193883.953125,593340.6875,156757.265625,107845.859375
2018-11-02,36458.00390625,114427.0703125,9143.1826171875,33709.984375,82596.1953125,205509.515625,610836.625,166257.671875,112682.015625
2018-11-05,36168.98046875,115376.671875,8905.697265625,33435.078125,78090.96875,198759.171875,607033.1875,164832.640625,109780.3125
2018-11-06,36127.703125,121549.0859375,8905.697265625,33366.3515625,80719.0390625,203634.375,610075.9375,165307.640625,113165.609375
2018-11-07,36334.14453125,119649.8828125,8786.955078125,32988.359375,80719.0390625,201009.296875,608554.5625,159607.40625,111714.7734375
2018-11-08,36375.4296875,122498.6875,8945.2783203125,33297.6328125,79217.265625,200259.25,584973.0625,153907.140625,112682.015625
2018-11-09,36581.87109375,122498.6875,9064.021484375,32850.9140625,78841.8359375,199134.1875,559870.1875,149156.90625,111231.1640625
2018-11-12,37325.07421875,126297.1015625,8866.1171875,32782.18359375,76589.21875,193508.9375,434355.8125,149156.90625,111231.1640625
2018-11-13,36747.0234375,126771.90625,8786.955078125,32335.470703125,76964.6484375,192758.921875,476954.65625,145356.71875,112198.390625
2018-11-14,36416.71875,119175.078125,8193.2421875,32369.826171875,76213.765625,186758.640625,508903.75,145356.71875,111714.7734375
2018-11-15,36540.58984375,121549.0859375,8153.6611328125,32369.826171875,77340.1015625,189758.734375,508903.75,153432.109375,108813.1015625
2018-11-16,36334.14453125,127721.5,8272.4033203125,32369.826171875,77340.1015625,191633.859375,508903.75,152957.078125,108813.1015625
2018-11-19,36045.1328125,127721.5,8430.7275390625,32232.384765625,76213.765625,195384.078125,508903.75,150106.9375,107845.859375
2018-11-20,35343.2109375,131045.1171875,8707.79296875,32266.75,73210.28125,194633.984375,508903.75,142506.5625,104460.5703125
2018-11-21,34765.1796875,130095.5234375,8866.1171875,31991.83984375,73435.5390625,190883.8125,508903.75,147256.8125,103009.734375
2018-11-22,35054.19921875,128671.09375,8668.212890625,32232.384765625,69681.1640625,190508.828125,508903.75,149631.921875,105911.4140625
2018-11-23,35012.90625,127246.703125,8589.05078125,32198.021484375,70356.953125,185258.53125,508903.75,145356.71875,110263.9296875
2018-11-26,35178.0546875,126297.1015625,9064.021484375,32713.46484375,71408.171875,179633.28125,508903.75,147256.8125,119936.2109375
2018-11-27,35549.64453125,125822.296875,9341.0869140625,33228.8984375,75838.3515625,183008.46875,508903.75,153432.109375,120903.4296875
2018-11-28,35632.2265625,129620.6953125,9459.830078125,33228.8984375,75838.3515625,180383.328125,508903.75,161032.4375,124772.328125
2018-11-29,35632.2265625,128671.09375,9182.763671875,33331.99609375,75087.46875,183008.46875,508903.75,158182.296875,126223.1875
2018-11-30,34558.71875,125347.5,9024.4404296875,32438.5546875,80343.6015625,185633.59375,508903.75,163882.609375,122354.2890625
2018-12-03,35714.80078125,127721.5,9261.92578125,32438.5546875,81469.8984375,194633.984375,508903.75,166732.734375,121870.671875
2018-12-04,34806.44921875,131519.921875,9301.5068359375,32954.0,80719.0390625,191258.828125,508903.75,165307.640625,119452.59375
2018-12-05,34228.41015625,131994.71875,9103.6025390625,32988.359375,80719.0390625,186758.640625,508903.75,161507.484375,120903.4296875
2018-12-06,33443.92578125,128196.296875,9182.763671875,32816.546875,82971.6640625,186008.59375,508903.75,152957.078125,116067.296875
2018-12-07,33815.52734375,128671.09375,9024.4404296875,32335.470703125,83347.09375,187133.65625,508903.75,161032.4375,117034.5078125
2018-12-10,33196.1796875,128671.09375,8866.1171875,31064.044921875,82971.6640625,186008.59375,508903.75,165307.640625,115100.0703125
2018-12-11,33237.484375,126297.1015625,8826.5361328125,31338.94921875,83722.5234375,184883.546875,599426.25,165782.671875,118968.9765625
2018-12-12,33402.63671875,132944.3125,8786.955078125,32163.658203125,88978.6484375,186758.640625,600186.9375,179083.28125,120419.8203125
2018-12-13,33031.03515625,135793.125,9024.4404296875,32507.28125,88978.6484375,190133.8125,623768.4375,183833.515625,119936.2109375
2018-12-14,32163.97265625,132944.3125,9143.1826171875,32954.0,87476.890625,190508.828125,595622.8125,178133.234375,119452.59375
2018-12-17,32329.123046875,130570.3203125,9103.6025390625,33125.82421875,87476.890625,193508.9375,566716.4375,180508.34375,118001.7578125
2018-12-18,32122.69140625,130095.5234375,8905.697265625,33641.265625,88603.203125,189758.734375,557588.125,190483.8125,118001.7578125
2018-12-19,32287.837890625,126297.1015625,9103.6025390625,33125.82421875,92357.578125,191258.828125,559870.1875,195709.046875,123321.5
