Date,Close,MA20,MA60,RSI14,MACD_hist,Vol20,Vol60,sig_trend,sig_vol,sig_mom,composite,vol_override,strategy_raw,strategy,entry
2018-01-02 00:00:00+09:00,171199.265625,,,,0.0,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-03 00:00:00+09:00,168491.03125,,,,-172.83319088318385,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-04 00:00:00+09:00,172746.8125,,,,-0.11354623746125725,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-05 00:00:00+09:00,175648.5,,,,293.722831148658,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-08 00:00:00+09:00,183773.1875,,,,980.7196461246845,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-09 00:00:00+09:00,182612.5625,,,,1283.3260883295607,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-10 00:00:00+09:00,179517.421875,,,,1202.7597344749272,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-11 00:00:00+09:00,177389.546875,,,,945.2388164899694,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-12 00:00:00+09:00,175841.953125,,,,625.1836812088804,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-15 00:00:00+09:00,178163.296875,,,,528.1927617085689,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-16 00:00:00+09:00,174681.28125,,,,204.53789970459866,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-17 00:00:00+09:00,171779.59375,,,,-207.65000563186504,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-18 00:00:00+09:00,174681.28125,,,,-282.89002512913703,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-19 00:00:00+09:00,170425.46875,,,,-599.1235965823544,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-22 00:00:00+09:00,172746.8125,,,51.754368873224124,-628.7255009082116,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-23 00:00:00+09:00,171973.0625,,,54.12846348167025,-673.2091083441837,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-24 00:00:00+09:00,169845.125,,,46.376802546001116,-809.5750776625872,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-25 00:00:00+09:00,176615.734375,,,51.101329893697454,-426.65294360932376,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-26 00:00:00+09:00,179323.96875,,,44.221141833372435,3.3966486492794274,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-29 00:00:00+09:00,180291.203125,175387.35546875,,46.969683989809674,329.32661409504385,,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-30 00:00:00+09:00,180097.78125,175832.28125,,50.81970396820318,498.089654884697,0.019868660372899288,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-31 00:00:00+09:00,176035.390625,176209.49921875,,48.186481876118464,311.45288057808295,0.020260426221957752,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-01 00:00:00+09:00,178550.1875,176499.66796875,,53.53534488209534,330.8730721449683,0.01976111519951475,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-02 00:00:00+09:00,175068.1875,176470.65234375,,46.07845893316788,94.9720457906019,0.01997887423432389,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-05 00:00:00+09:00,170038.578125,175783.921875,,44.33961868773748,-387.57432727148307,0.0179002033170887,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-06 00:00:00+09:00,164622.109375,174884.39921875,,41.777787988953264,-1023.2224483379341,0.01900088310140887,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-07 00:00:00+09:00,163074.546875,174062.25546875,,36.23854417728344,-1472.2733647737841,0.01882472555587324,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-08 00:00:00+09:00,163074.546875,173346.50546875,,40.30614242331707,-1678.711345104297,0.018776091428348567,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-09 00:00:00+09:00,156303.953125,172369.60546875,,30.593637451661266,-2150.519770285743,0.02062194169146488,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-12 00:00:00+09:00,154756.390625,171199.26015625,,30.044851982661925,-2425.701149961855,0.020142600463888563,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-13 00:00:00+09:00,155723.609375,170251.3765625,,33.17974237067074,-2397.198916198711,0.020118140356257606,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-14 00:00:00+09:00,156884.296875,169506.61171875,,22.87236556395642,-2162.0373861724474,0.02014829497138823,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-19 00:00:00+09:00,158625.28125,168703.81171875,,20.765004409361794,-1767.7124574728514,0.019869124516631892,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-20 00:00:00+09:00,156110.515625,167988.0640625,,17.27746211320283,-1561.8612068757066,0.019504167051731688,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-21 00:00:00+09:00,161140.078125,167407.72734375,,27.314748508800236,-999.9114754467269,0.020765990770053065,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-22 00:00:00+09:00,159979.4375,166808.04609375,,29.353214837830535,-636.9897499861986,0.02078204360174312,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-23 00:00:00+09:00,160366.328125,166334.10625,,25.263115830481865,-317.6282218520182,0.02071511776842162,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-26 00:00:00+09:00,156690.875,165337.86328125,,25.130842670780552,-300.836189307538,0.018653735687951343,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-27 00:00:00+09:00,155530.1875,164148.17421875,,28.07014063364258,-313.39698718218415,0.017973905125150583,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-28 00:00:00+09:00,155336.75,162900.4515625,,33.333314636016524,-281.2551822692458,0.017791615283260957,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
