005930.KS,009540.KS,034020.KS,105560.KS,005380.KS,005490.KS,207940.KS,090430.KS,035420.KS,cash_reserve
0.05,0.05,0.22271944498024004,0.05,0.0560269000236492,0.05,0.2831239312353832,0.05,0.10202190577634708,0.0861
