Date,Close,MA20,MA60,RSI14,MACD_hist,Vol20,Vol60,sig_trend,sig_vol,sig_mom,composite,vol_override,strategy_raw,strategy,entry
2018-01-02 00:00:00+09:00,41205.99609375,,,,0.0,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-03 00:00:00+09:00,41690.59375,,,,30.925890313391573,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-04 00:00:00+09:00,41254.4609375,,,,20.78498938725912,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-05 00:00:00+09:00,42094.40625,,,,66.82477368288976,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-08 00:00:00+09:00,42013.64453125,,,,86.75436253350702,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-09 00:00:00+09:00,40705.26171875,,,,10.732203740869252,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-10 00:00:00+09:00,39445.33984375,,,,-118.37724144129109,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-11 00:00:00+09:00,38960.75,,,,-224.24295420518794,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-12 00:00:00+09:00,38928.44921875,,,,-280.6151638060206,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-15 00:00:00+09:00,39203.04296875,,,,-282.7858093510808,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-16 00:00:00+09:00,40382.19140625,,,,-192.49908276572273,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-17 00:00:00+09:00,40075.3046875,,,,-143.3913935999086,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-18 00:00:00+09:00,40301.4296875,,,,-88.3258528616575,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-19 00:00:00+09:00,39833.0078125,,,,-76.5357193067673,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-22 00:00:00+09:00,38960.75,,,36.3991517438611,-118.08525658464549,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-23 00:00:00+09:00,39703.78125,,,38.33002936857562,-87.53585623298,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-24 00:00:00+09:00,39849.16015625,,,41.45375711420789,-51.3389530408034,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-25 00:00:00+09:00,40592.1953125,,,40.7554383309663,24.758231543405202,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-26 00:00:00+09:00,41012.1640625,,,44.08391195290741,101.20122702410487,,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-01-29 00:00:00+09:00,41367.53515625,40378.9732421875,,54.40867182851889,169.50057235882423,,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-30 00:00:00+09:00,40220.68359375,40329.7076171875,,55.24025306804346,132.8606044623117,0.01791451702042581,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-01-31 00:00:00+09:00,40301.4296875,40260.2494140625,,59.58433817706175,110.40703404402277,0.017676716316892237,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-01 00:00:00+09:00,40236.83984375,40209.368359375,,59.31052502835287,88.49563602935504,0.017554533530893736,,-1,-1,1,-0.5,True,Defensive,Defensive,False
2018-02-02 00:00:00+09:00,38524.625,40030.879296875,,45.99234536233536,-37.27658493847366,0.019164574965248895,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-05 00:00:00+09:00,38702.30078125,39865.312109375,,38.74453390731014,-100.86020452720075,0.019264762676524393,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-06 00:00:00+09:00,38298.48046875,39744.973046875,,38.247721587471034,-159.0118965733118,0.01822643645511419,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-07 00:00:00+09:00,36990.08203125,39622.21015625,,30.841015038256728,-268.0761962824377,0.018511444874258473,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-08 00:00:00+09:00,37151.62890625,39531.7541015625,,33.91472495830074,-308.9147256616194,0.018454010926812457,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-09 00:00:00+09:00,36101.6796875,39390.415625,,33.20678958526446,-381.4606120388253,0.019358832435026934,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-12 00:00:00+09:00,36925.48828125,39276.537890625,,33.834644226848596,-349.6288082182916,0.020111827521481412,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-13 00:00:00+09:00,38395.41015625,39177.198828125,,42.67107840859053,-212.01345112203035,0.021004600713018108,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
2018-02-14 00:00:00+09:00,39574.55078125,39152.1611328125,,45.08574392831879,-33.382795134069625,0.022193879653631562,,-1,-1,-1,-1.0,True,Defensive,Defensive,False
